instance,family,scale,variant,seed,solver,runtime_ms,status,par2_ms,timed_out,structural_result,fallback_used,registry_ms,family_checks,recovery_ms,flow_ms,fallback_ms,total_end_to_end_ms,peak_rss_kb
011_satisfiable_capacity_control_sat_fallback_scale24_noise0.cnf,satisfiable_capacity_control,24,sat_fallback,2,lkk_4a_sealed,118.540297,SATISFIABLE,118.540297,False,UNKNOWN,True,32.1897,200246,6.40137,0,5.1514,62.0128,8520
011_satisfiable_capacity_control_sat_fallback_scale24_noise0.cnf,satisfiable_capacity_control,24,sat_fallback,2,lkk_4c_indexed,118.399364,SATISFIABLE,118.399364,False,UNKNOWN,True,69.7157,300001,6.34447,0,2.06596,102.161,10804
011_satisfiable_capacity_control_sat_fallback_scale24_noise0.cnf,satisfiable_capacity_control,24,sat_fallback,3,kissat,35.526196,SATISFIABLE,35.526196,False,,,,,,,,35.526196,1660
011_satisfiable_capacity_control_sat_fallback_scale24_noise0.cnf,satisfiable_capacity_control,24,sat_fallback,3,lkk_4a_sealed,68.584022,SATISFIABLE,68.584022,False,UNKNOWN,True,23.0752,200246,4.43691,0,2.64374,46.9487,8404
011_satisfiable_capacity_control_sat_fallback_scale24_noise0.cnf,satisfiable_capacity_control,24,sat_fallback,3,lkk_4c_indexed,119.98581,SATISFIABLE,119.98581,False,UNKNOWN,True,57.9585,300001,4.92952,0,1.83705,88.9392,10832
011_satisfiable_capacity_control_sat_fallback_scale24_noise0.cnf,satisfiable_capacity_control,24,sat_fallback,3,cadical,118.098162,SATISFIABLE,118.098162,False,,,,,,,,118.098162,3112
012_random_3sat_uniform_scale150_noise0.cnf,random_3sat,150,uniform,1,cadical,117.757064,SATISFIABLE,117.757064,False,,,,,,,,117.757064,2644
012_random_3sat_uniform_scale150_noise0.cnf,random_3sat,150,uniform,1,kissat,117.59334,SATISFIABLE,117.59334,False,,,,,,,,117.59334,1900
012_random_3sat_uniform_scale150_noise0.cnf,random_3sat,150,uniform,1,lkk_4a_sealed,68.141702,SATISFIABLE,68.141702,False,UNKNOWN,True,0.725302,7055,0.298869,0,36.731,41.5921,5780
012_random_3sat_uniform_scale150_noise0.cnf,random_3sat,150,uniform,1,lkk_4c_indexed,68.724076,SATISFIABLE,68.724076,False,UNKNOWN,True,0.069494,15,0.30158,0,34.8802,40.1991,5828
012_random_3sat_uniform_scale150_noise0.cnf,random_3sat,150,uniform,2,kissat,117.914065,SATISFIABLE,117.914065,False,,,,,,,,117.914065,1884
012_random_3sat_uniform_scale150_noise0.cnf,random_3sat,150,uniform,2,lkk_4a_sealed,67.670369,SATISFIABLE,67.670369,False,UNKNOWN,True,0.636122,7055,0.250399,0,31.2805,35.3256,5732
012_random_3sat_uniform_scale150_noise0.cnf,random_3sat,150,uniform,2,lkk_4c_indexed,69.116597,SATISFIABLE,69.116597,False,UNKNOWN,True,0.070842,15,0.310361,0,41.644,46.5923,5764
012_random_3sat_uniform_scale150_noise0.cnf,random_3sat,150,uniform,2,cadical,118.351478,SATISFIABLE,118.351478,False,,,,,,,,118.351478,2640
012_random_3sat_uniform_scale150_noise0.cnf,random_3sat,150,uniform,3,lkk_4a_sealed,68.398296,SATISFIABLE,68.398296,False,UNKNOWN,True,0.689572,7055,0.283753,0,35.7493,40.4368,5776
012_random_3sat_uniform_scale150_noise0.cnf,random_3sat,150,uniform,3,lkk_4c_indexed,67.781805,SATISFIABLE,67.781805,False,UNKNOWN,True,0.068809,15,0.29263,0,31.0342,35.868,5904
012_random_3sat_uniform_scale150_noise0.cnf,random_3sat,150,uniform,3,cadical,119.349063,SATISFIABLE,119.349063,False,,,,,,,,119.349063,2640
012_random_3sat_uniform_scale150_noise0.cnf,random_3sat,150,uniform,3,kissat,66.823911,SATISFIABLE,66.823911,False,,,,,,,,66.823911,1888
013_random_3sat_planted_sat_scale400_noise0.cnf,random_3sat,400,planted_sat,1,kissat,168.924343,SATISFIABLE,168.924343,False,,,,,,,,168.924343,2156
013_random_3sat_planted_sat_scale400_noise0.cnf,random_3sat,400,planted_sat,1,lkk_4a_sealed,871.472372,SATISFIABLE,871.472372,False,UNKNOWN,True,4.74538,44536,0.727578,0,811.258,822.21,8816
013_random_3sat_planted_sat_scale400_noise0.cnf,random_3sat,400,planted_sat,1,lkk_4c_indexed,821.072301,SATISFIABLE,821.072301,False,UNKNOWN,True,0.139591,11,0.644653,0,796.272,801.864,9040
013_random_3sat_planted_sat_scale400_noise0.cnf,random_3sat,400,planted_sat,1,cadical,821.866314,SATISFIABLE,821.866314,False,,,,,,,,821.866314,5656
013_random_3sat_planted_sat_scale400_noise0.cnf,random_3sat,400,planted_sat,2,lkk_4a_sealed,770.583489,SATISFIABLE,770.583489,False,UNKNOWN,True,3.69907,44536,0.666785,0,730.737,740.028,8512
013_random_3sat_planted_sat_scale400_noise0.cnf,random_3sat,400,planted_sat,2,lkk_4c_indexed,821.823952,SATISFIABLE,821.823952,False,UNKNOWN,True,0.143035,11,0.702403,0,759.909,766.094,8732
013_random_3sat_planted_sat_scale400_noise0.cnf,random_3sat,400,planted_sat,2,cadical,871.299908,SATISFIABLE,871.299908,False,,,,,,,,871.299908,5316
013_random_3sat_planted_sat_scale400_noise0.cnf,random_3sat,400,planted_sat,2,kissat,2075.82502,SATISFIABLE,2075.82502,False,,,,,,,,2075.82502,5592
013_random_3sat_planted_sat_scale400_noise0.cnf,random_3sat,400,planted_sat,3,lkk_4c_indexed,872.555267,SATISFIABLE,872.555267,False,UNKNOWN,True,0.135788,11,0.596375,0,821.126,826.577,8708
013_random_3sat_planted_sat_scale400_noise0.cnf,random_3sat,400,planted_sat,3,cadical,921.810662,SATISFIABLE,921.810662,False,,,,,,,,921.810662,5380
013_random_3sat_planted_sat_scale400_noise0.cnf,random_3sat,400,planted_sat,3,kissat,772.073615,SATISFIABLE,772.073615,False,,,,,,,,772.073615,4700
013_random_3sat_planted_sat_scale400_noise0.cnf,random_3sat,400,planted_sat,3,lkk_4a_sealed,820.807656,SATISFIABLE,820.807656,False,UNKNOWN,True,4.0203,44536,0.653738,0,796.918,807.446,8460
014_random_3sat_planted_sat_scale800_noise0.cnf,random_3sat,800,planted_sat,1,lkk_4a_sealed,973.249254,SATISFIABLE,973.249254,False,UNKNOWN,True,20.1273,185346,1.68164,0,889.373,919.206,9848
014_random_3sat_planted_sat_scale800_noise0.cnf,random_3sat,800,planted_sat,1,lkk_4c_indexed,822.141043,SATISFIABLE,822.141043,False,UNKNOWN,True,0.375477,20,1.67392,0,768.655,778.922,9912
014_random_3sat_planted_sat_scale800_noise0.cnf,random_3sat,800,planted_sat,1,cadical,719.922424,SATISFIABLE,719.922424,False,,,,,,,,719.922424,6352
014_random_3sat_planted_sat_scale800_noise0.cnf,random_3sat,800,planted_sat,1,kissat,117.874564,SATISFIABLE,117.874564,False,,,,,,,,117.874564,2512
014_random_3sat_planted_sat_scale800_noise0.cnf,random_3sat,800,planted_sat,2,lkk_4c_indexed,771.202458,SATISFIABLE,771.202458,False,UNKNOWN,True,0.356271,20,1.74118,0,705.671,715.863,9876
014_random_3sat_planted_sat_scale800_noise0.cnf,random_3sat,800,planted_sat,2,cadical,719.329307,SATISFIABLE,719.329307,False,,,,,,,,719.329307,6272
014_random_3sat_planted_sat_scale800_noise0.cnf,random_3sat,800,planted_sat,2,kissat,167.958478,SATISFIABLE,167.958478,False,,,,,,,,167.958478,2700
014_random_3sat_planted_sat_scale800_noise0.cnf,random_3sat,800,planted_sat,2,lkk_4a_sealed,770.312058,SATISFIABLE,770.312058,False,UNKNOWN,True,16.5404,185346,1.23063,0,698.873,722.366,9964
014_random_3sat_planted_sat_scale800_noise0.cnf,random_3sat,800,planted_sat,3,cadical,1221.874368,SATISFIABLE,1221.874368,False,,,,,,,,1221.874368,6880
014_random_3sat_planted_sat_scale800_noise0.cnf,random_3sat,800,planted_sat,3,kissat,168.434226,SATISFIABLE,168.434226,False,,,,,,,,168.434226,2516
014_random_3sat_planted_sat_scale800_noise0.cnf,random_3sat,800,planted_sat,3,lkk_4a_sealed,1172.412267,SATISFIABLE,1172.412267,False,UNKNOWN,True,21.1057,185346,1.48539,0,1093.96,1122.76,10588
014_random_3sat_planted_sat_scale800_noise0.cnf,random_3sat,800,planted_sat,3,lkk_4c_indexed,1121.995918,SATISFIABLE,1121.995918,False,UNKNOWN,True,0.314793,20,1.53855,0,1083.87,1093.19,10264
