timeout_s,instance,stratum,domain,mode,runtime_ms,status,timed_out,derived_from_timeout_s
5.0,Break_triple_20_36.xml.cnf,no_useful_detected_structure,competition_main,B_kissat,60005.904997,TIMEOUT,True,60.0
5.0,jnh310.cnf,resource_allocation_like,crafted_structured,A_cadical,66.74123,UNSATISFIABLE,False,60.0
5.0,jnh310.cnf,resource_allocation_like,crafted_structured,B_kissat,17.805681,UNSATISFIABLE,False,60.0
5.0,mp1-klieber2017s-0500-023-t12.cnf,no_useful_detected_structure,competition_main,A_cadical,60054.925068,TIMEOUT,True,60.0
5.0,mp1-klieber2017s-0500-023-t12.cnf,no_useful_detected_structure,competition_main,B_kissat,54170.912729,TIMEOUT,True,60.0
5.0,aim-200-3_4-yes1-1.cnf,resource_allocation_like,crafted_structured,A_cadical,66.939614,SATISFIABLE,False,60.0
5.0,aim-200-3_4-yes1-1.cnf,resource_allocation_like,crafted_structured,B_kissat,33.85339,SATISFIABLE,False,60.0
5.0,g2-ak128boothbg2msisc.cnf,no_useful_detected_structure,competition_main,A_cadical,4126.581653,SATISFIABLE,False,60.0
5.0,g2-ak128boothbg2msisc.cnf,no_useful_detected_structure,competition_main,B_kissat,417.364479,SATISFIABLE,False,60.0
5.0,uf250-016.cnf,resource_allocation_like,random_control,A_cadical,17.623421,TIMEOUT,True,60.0
5.0,uf250-016.cnf,resource_allocation_like,random_control,B_kissat,17.606232,TIMEOUT,True,60.0
5.0,af-synthesis_stb_50_40_9_sat.cnf,no_useful_detected_structure,competition_main,A_cadical,60055.309807,TIMEOUT,True,60.0
5.0,af-synthesis_stb_50_40_9_sat.cnf,no_useful_detected_structure,competition_main,B_kissat,60040.633021,TIMEOUT,True,60.0
5.0,uf200-050.cnf,resource_allocation_like,random_control,A_cadical,17.520491,TIMEOUT,True,60.0
5.0,uf200-050.cnf,resource_allocation_like,random_control,B_kissat,17.345349,TIMEOUT,True,60.0
5.0,asconhashv12_opt64_H9_M2-MIC4kfhiA_m0_6_U2.c.cnf,no_useful_detected_structure,competition_main,A_cadical,60011.883871,TIMEOUT,True,60.0
5.0,asconhashv12_opt64_H9_M2-MIC4kfhiA_m0_6_U2.c.cnf,no_useful_detected_structure,competition_main,B_kissat,60017.94719,TIMEOUT,True,60.0
5.0,ssa7552-159.cnf,resource_allocation_like,eda_circuit_fault,A_cadical,66.169583,SATISFIABLE,False,60.0
5.0,ssa7552-159.cnf,resource_allocation_like,eda_circuit_fault,B_kissat,17.474641,SATISFIABLE,False,60.0
5.0,atco_enc1_opt1_10_15.cnf,no_useful_detected_structure,competition_main,A_cadical,52681.722246,TIMEOUT,True,60.0
5.0,atco_enc1_opt1_10_15.cnf,no_useful_detected_structure,competition_main,B_kissat,60007.821432,TIMEOUT,True,60.0
5.0,uf200-077.cnf,resource_allocation_like,random_control,A_cadical,18.152097,TIMEOUT,True,60.0
5.0,uf200-077.cnf,resource_allocation_like,random_control,B_kissat,18.253126,TIMEOUT,True,60.0
5.0,hcp_CP18_18.cnf,no_useful_detected_structure,competition_main,A_cadical,60018.384028,TIMEOUT,True,60.0
5.0,hcp_CP18_18.cnf,no_useful_detected_structure,competition_main,B_kissat,60013.950903,TIMEOUT,True,60.0
5.0,uf200-035.cnf,resource_allocation_like,random_control,A_cadical,17.920195,TIMEOUT,True,60.0
5.0,uf200-035.cnf,resource_allocation_like,random_control,B_kissat,17.916793,TIMEOUT,True,60.0
5.0,EDP3-11000.cnf,no_useful_detected_structure,competition_main,A_cadical,60018.798938,TIMEOUT,True,60.0
5.0,EDP3-11000.cnf,no_useful_detected_structure,competition_main,B_kissat,60023.457587,TIMEOUT,True,60.0
5.0,flat200-74.cnf,resource_allocation_like,matching_capacity,A_cadical,166.389153,SATISFIABLE,False,60.0
5.0,flat200-74.cnf,resource_allocation_like,matching_capacity,B_kissat,116.838418,SATISFIABLE,False,60.0
5.0,j3037_1_gmto_b.cnf,no_useful_detected_structure,competition_main,A_cadical,47799.348709,TIMEOUT,True,60.0
5.0,j3037_1_gmto_b.cnf,no_useful_detected_structure,competition_main,B_kissat,39518.043562,TIMEOUT,True,60.0
5.0,flat75-12.cnf,resource_allocation_like,matching_capacity,A_cadical,67.149547,SATISFIABLE,False,60.0
5.0,flat75-12.cnf,resource_allocation_like,matching_capacity,B_kissat,33.959843,SATISFIABLE,False,60.0
5.0,af-synthesis_stb_50_140_0_unsat.cnf,no_useful_detected_structure,competition_main,A_cadical,60010.866146,TIMEOUT,True,60.0
5.0,af-synthesis_stb_50_140_0_unsat.cnf,no_useful_detected_structure,competition_main,B_kissat,60055.524366,TIMEOUT,True,60.0
5.0,uuf200-02.cnf,resource_allocation_like,random_control,A_cadical,17.922531,TIMEOUT,True,60.0
5.0,uuf200-02.cnf,resource_allocation_like,random_control,B_kissat,18.121058,TIMEOUT,True,60.0
5.0,dubois100.cnf,no_useful_detected_structure,crafted_parity,A_cadical,66.673657,SATISFIABLE,False,60.0
5.0,dubois100.cnf,no_useful_detected_structure,crafted_parity,B_kissat,17.572343,SATISFIABLE,False,60.0
5.0,huge.cnf,resource_allocation_like,planning_scheduling,A_cadical,66.081529,SATISFIABLE,False,60.0
5.0,huge.cnf,resource_allocation_like,planning_scheduling,B_kissat,66.382291,SATISFIABLE,False,60.0
5.0,par32-4.cnf,no_useful_detected_structure,crafted_parity,A_cadical,60035.202042,TIMEOUT,True,60.0
5.0,par32-4.cnf,no_useful_detected_structure,crafted_parity,B_kissat,60034.069692,TIMEOUT,True,60.0
5.0,flat200-70.cnf,resource_allocation_like,matching_capacity,A_cadical,66.176556,SATISFIABLE,False,60.0
5.0,flat200-70.cnf,resource_allocation_like,matching_capacity,B_kissat,66.301406,SATISFIABLE,False,60.0
5.0,asconhashv12_opt64_H11_M2-fCHjS2L0du5_m2_4.c.cnf,no_useful_detected_structure,competition_main,A_cadical,60008.790543,TIMEOUT,True,60.0
5.0,asconhashv12_opt64_H11_M2-fCHjS2L0du5_m2_4.c.cnf,no_useful_detected_structure,competition_main,B_kissat,60016.937711,TIMEOUT,True,60.0
5.0,uf200-071.cnf,resource_allocation_like,random_control,A_cadical,35.156868,TIMEOUT,True,60.0
5.0,uf200-071.cnf,resource_allocation_like,random_control,B_kissat,18.309889,TIMEOUT,True,60.0
5.0,circuit_48in64out_with_800gates_4in4out_dist128_seed1.sanitized.cnf,no_useful_detected_structure,competition_main,A_cadical,20492.266036,TIMEOUT,True,60.0
5.0,circuit_48in64out_with_800gates_4in4out_dist128_seed1.sanitized.cnf,no_useful_detected_structure,competition_main,B_kissat,23200.097654,TIMEOUT,True,60.0
5.0,aim-50-1_6-no-3.cnf,resource_allocation_like,crafted_structured,A_cadical,66.292587,UNSATISFIABLE,False,60.0
5.0,aim-50-1_6-no-3.cnf,resource_allocation_like,crafted_structured,B_kissat,18.32525,UNSATISFIABLE,False,60.0
5.0,ER_500_30_3.apx_2_DC-AD.cnf,no_useful_detected_structure,competition_main,A_cadical,60040.283822,TIMEOUT,True,60.0
5.0,ER_500_30_3.apx_2_DC-AD.cnf,no_useful_detected_structure,competition_main,B_kissat,60044.281323,TIMEOUT,True,60.0
5.0,flat100-6.cnf,resource_allocation_like,matching_capacity,A_cadical,66.206333,SATISFIABLE,False,60.0
5.0,flat100-6.cnf,resource_allocation_like,matching_capacity,B_kissat,18.021531,SATISFIABLE,False,60.0
5.0,circuit_32in32out_with_96gates_7in7out_dist128_seed1.sanitized.cnf,no_useful_detected_structure,competition_main,A_cadical,60050.544972,TIMEOUT,True,60.0
5.0,circuit_32in32out_with_96gates_7in7out_dist128_seed1.sanitized.cnf,no_useful_detected_structure,competition_main,B_kissat,60014.771331,TIMEOUT,True,60.0
5.0,flat100-71.cnf,resource_allocation_like,matching_capacity,A_cadical,67.094147,SATISFIABLE,False,60.0
5.0,flat100-71.cnf,resource_allocation_like,matching_capacity,B_kissat,17.862492,SATISFIABLE,False,60.0
5.0,g2-test_v5_r10_vr10_c1_s21502.smt2-cvc4.cnf,no_useful_detected_structure,competition_main,A_cadical,60026.065169,TIMEOUT,True,60.0
5.0,g2-test_v5_r10_vr10_c1_s21502.smt2-cvc4.cnf,no_useful_detected_structure,competition_main,B_kissat,60012.986219,TIMEOUT,True,60.0
5.0,flat200-42.cnf,resource_allocation_like,matching_capacity,A_cadical,66.118455,SATISFIABLE,False,60.0
5.0,flat200-42.cnf,resource_allocation_like,matching_capacity,B_kissat,34.417181,SATISFIABLE,False,60.0
